name	parent	fio	post 
Участковая избирательная комиссия №10	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №10	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №10	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №10	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №10	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №10	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №10	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №11	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №11	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №11	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №11	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №11	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №11	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №11	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №11	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №11	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №11	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №11	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №11	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №11	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №12	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №12	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №12	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №12	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №12	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №12	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №12	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №12	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №12	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №12	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №12	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №12	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №12	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №14	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №14	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №14	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №14	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №14	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №14	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №14	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №14	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №14	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №14	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №14	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №14	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №14	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №15	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №15	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №15	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №15	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №15	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №15	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №15	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №15	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №15	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №15	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №15	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №15	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №15	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №16	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №16	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №16	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №16	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №16	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №16	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №16	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №16	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №16	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №16	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №16	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №16	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №16	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №17	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №17	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №17	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №17	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №17	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №17	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №17	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №17	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №17	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №17	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №17	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №17	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №17	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №18	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №18	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №18	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №18	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №18	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №18	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №18	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №18	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №18	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №18	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №18	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №18	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №18	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №19	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №19	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №19	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №19	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №19	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №19	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №19	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №19	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №19	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №19	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №19	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №19	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №19	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №20	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №20	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №20	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №20	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №20	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №20	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №20	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №20	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №20	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №20	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №20	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №20	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №20	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №21	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №21	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №21	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №21	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №21	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №21	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №21	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №21	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №21	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №21	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №21	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №21	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №21	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №22	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №22	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №22	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №22	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №22	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №22	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №22	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №22	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №22	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №22	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №22	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №22	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №22	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №23	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №23	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №23	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №23	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №23	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №23	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №23	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №23	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №23	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №23	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №23	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №23	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №23	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №24	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №24	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №24	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №24	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №24	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №24	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №24	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №24	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №24	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №24	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №24	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №24	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №24	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №25	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №25	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №25	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №25	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №25	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №25	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №25	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №25	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №25	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №25	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №25	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №25	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №25	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №26	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №26	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №26	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №26	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №26	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №26	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №26	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №26	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №26	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №26	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №26	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №26	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №26	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №27	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №27	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №27	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №27	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №27	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №27	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №27	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №27	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №27	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №27	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №27	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №27	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №27	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №28	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №28	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №28	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №28	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №28	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №28	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №28	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №28	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №28	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №28	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №28	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №28	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №28	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №29	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №29	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №29	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №29	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №29	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №29	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №29	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №29	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №29	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №29	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №29	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №29	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №29	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №30	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №30	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №30	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №30	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №30	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №30	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №30	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №30	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №30	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №30	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №30	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №30	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №30	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №31	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №31	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №31	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №31	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №31	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №31	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №31	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №31	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №31	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №31	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №31	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №31	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №31	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №32	ТИК №  1	Нечаева Ольга Дмитриевна	Председатель
Участковая избирательная комиссия №32	ТИК №  1	Бергер Евгения Петровна	Зам.председателя
Участковая избирательная комиссия №32	ТИК №  1	Ягубова Лейла Ильгаровна	Секретарь
Участковая избирательная комиссия №32	ТИК №  1	Болдин Виктор Андреевич	Член
Участковая избирательная комиссия №32	ТИК №  1	Иванов Михаил Николаевич	Член
Участковая избирательная комиссия №32	ТИК №  1	Игнатенко Ирина Юрьевна	Член
Участковая избирательная комиссия №32	ТИК №  1	Культиасова Галина Михайловна	Член
Участковая избирательная комиссия №32	ТИК №  1	Майков Денис Эдуардович	Член
Участковая избирательная комиссия №32	ТИК №  1	Новикова Светлана Геннадьевна	Член
Участковая избирательная комиссия №32	ТИК №  1	Солодянникова Татьяна Леонидовна	Член
Участковая избирательная комиссия №32	ТИК №  1	Старцев Николай Николаевич	Член
Участковая избирательная комиссия №32	ТИК №  1	Чистякова Ольга Борисовна	Член
Участковая избирательная комиссия №32	ТИК №  1	Човпинь Руслан Григорьевич	Член
Участковая избирательная комиссия №158	ТИК №  2	Рудинская Лидия Александровна	Председатель
Участковая избирательная комиссия №158	ТИК №  2	Блинников Владимир Станиславович	Зам.председателя
Участковая избирательная комиссия №158	ТИК №  2	Аринушкин Павел Андреевич	Секретарь
Участковая избирательная комиссия №158	ТИК №  2	Дмитриева Ольга Павловна	Член
Участковая избирательная комиссия №158	ТИК №  2	Дьякова Ирина Леонидовна	Член
Участковая избирательная комиссия №158	ТИК №  2	Карлов Владислав Вадимович	Член
Участковая избирательная комиссия №158	ТИК №  2	Ламехов Владимир Павлович	Член
Участковая избирательная комиссия №158	ТИК №  2	Мозговой Виталий Владимирович	Член
Участковая избирательная комиссия №158	ТИК №  2	Раскина Анна Сергеевна	Член
Участковая избирательная комиссия №158	ТИК №  2	Сергеевичев Юрий Олегович	Член
Участковая избирательная комиссия №158	ТИК №  2	Шапошников Вячеслав Геннадьевич	Член
Участковая избирательная комиссия №159	ТИК №  2	Рудинская Лидия Александровна	Председатель
Участковая избирательная комиссия №159	ТИК №  2	Блинников Владимир Станиславович	Зам.председателя
Участковая избирательная комиссия №159	ТИК №  2	Аринушкин Павел Андреевич	Секретарь
Участковая избирательная комиссия №159	ТИК №  2	Дмитриева Ольга Павловна	Член
Участковая избирательная комиссия №159	ТИК №  2	Дьякова Ирина Леонидовна	Член
Участковая избирательная комиссия №159	ТИК №  2	Карлов Владислав Вадимович	Член
Участковая избирательная комиссия №159	ТИК №  2	Ламехов Владимир Павлович	Член
Участковая избирательная комиссия №159	ТИК №  2	Мозговой Виталий Владимирович	Член
Участковая избирательная комиссия №159	ТИК №  2	Раскина Анна Сергеевна	Член
Участковая избирательная комиссия №159	ТИК №  2	Сергеевичев Юрий Олегович	Член
